question,answer,type,domain
Who was the second-best team in the 1954 FIFA World Cup?,Hungary,name,Sports
Which nation was the runner-up in the 1954 FIFA World Cup?,Hungary,name,Sports
What team took second place in the 1954 FIFA World Cup?,Hungary,name,Sports
Who was the second-place finisher in the 1958 FIFA World Cup?,Sweden,name,Sports
Which nation secured the second position in the 1958 FIFA World Cup?,Sweden,name,Sports
What country came in second in the 1958 FIFA World Cup?,Sweden,name,Sports
Which team ended up as the runner-up in the 1958 FIFA World Cup?,Sweden,name,Sports
"In the 1958 FIFA World Cup, which nation was the second-best team?",Sweden,name,Sports
Who clinched the runner-up spot in the 1958 FIFA World Cup?,Sweden,name,Sports
Which country was the second-place holder in the 1958 FIFA World Cup?,Sweden,name,Sports
Which team secured the second position in the 1958 FIFA World Cup?,Sweden,name,Sports
What nation finished as the runner-up in the 1958 FIFA World Cup?,Sweden,name,Sports
"In the 1958 FIFA World Cup, which team came in second?",Sweden,name,Sports
Who ended up as the runner-up in the 1958 FIFA World Cup?,Sweden,name,Sports
Which country attained the runner-up position in the 1958 FIFA World Cup?,Sweden,name,Sports
Who was the second-best team in the 1958 FIFA World Cup?,Sweden,name,Sports
Which nation was the runner-up in the 1958 FIFA World Cup?,Sweden,name,Sports
What team took second place in the 1958 FIFA World Cup?,Sweden,name,Sports
Who was the second-place finisher in the 1962 FIFA World Cup?,Czechoslovakia,name,Sports
Which nation secured the second position in the 1962 FIFA World Cup?,Czechoslovakia,name,Sports
What country came in second in the 1962 FIFA World Cup?,Czechoslovakia,name,Sports
Which team ended up as the runner-up in the 1962 FIFA World Cup?,Czechoslovakia,name,Sports
"In the 1962 FIFA World Cup, which nation was the second-best team?",Czechoslovakia,name,Sports
Who clinched the runner-up spot in the 1962 FIFA World Cup?,Czechoslovakia,name,Sports
Which country was the second-place holder in the 1962 FIFA World Cup?,Czechoslovakia,name,Sports
Which team secured the second position in the 1962 FIFA World Cup?,Czechoslovakia,name,Sports
What nation finished as the runner-up in the 1962 FIFA World Cup?,Czechoslovakia,name,Sports
"In the 1962 FIFA World Cup, which team came in second?",Czechoslovakia,name,Sports
Who ended up as the runner-up in the 1962 FIFA World Cup?,Czechoslovakia,name,Sports
Which country attained the runner-up position in the 1962 FIFA World Cup?,Czechoslovakia,name,Sports
Who was the second-best team in the 1962 FIFA World Cup?,Czechoslovakia,name,Sports
Which nation was the runner-up in the 1962 FIFA World Cup?,Czechoslovakia,name,Sports
What team took second place in the 1962 FIFA World Cup?,Czechoslovakia,name,Sports
Who was the second-place finisher in the 1966 FIFA World Cup?,West Germany,name,Sports
Which nation secured the second position in the 1966 FIFA World Cup?,West Germany,name,Sports
What country came in second in the 1966 FIFA World Cup?,West Germany,name,Sports
Which team ended up as the runner-up in the 1966 FIFA World Cup?,West Germany,name,Sports
"In the 1966 FIFA World Cup, which nation was the second-best team?",West Germany,name,Sports
Who clinched the runner-up spot in the 1966 FIFA World Cup?,West Germany,name,Sports
Which country was the second-place holder in the 1966 FIFA World Cup?,West Germany,name,Sports
Which team secured the second position in the 1966 FIFA World Cup?,West Germany,name,Sports
What nation finished as the runner-up in the 1966 FIFA World Cup?,West Germany,name,Sports
"In the 1966 FIFA World Cup, which team came in second?",West Germany,name,Sports
Who ended up as the runner-up in the 1966 FIFA World Cup?,West Germany,name,Sports
Which country attained the runner-up position in the 1966 FIFA World Cup?,West Germany,name,Sports
Who was the second-best team in the 1966 FIFA World Cup?,West Germany,name,Sports
Which nation was the runner-up in the 1966 FIFA World Cup?,West Germany,name,Sports
What team took second place in the 1966 FIFA World Cup?,West Germany,name,Sports
Who was the second-place finisher in the 1970 FIFA World Cup?,Italy,name,Sports
Which nation secured the second position in the 1970 FIFA World Cup?,Italy,name,Sports
What country came in second in the 1970 FIFA World Cup?,Italy,name,Sports
Which team ended up as the runner-up in the 1970 FIFA World Cup?,Italy,name,Sports
"In the 1970 FIFA World Cup, which nation was the second-best team?",Italy,name,Sports
Who clinched the runner-up spot in the 1970 FIFA World Cup?,Italy,name,Sports
Which country was the second-place holder in the 1970 FIFA World Cup?,Italy,name,Sports
Which team secured the second position in the 1970 FIFA World Cup?,Italy,name,Sports
What nation finished as the runner-up in the 1970 FIFA World Cup?,Italy,name,Sports
"In the 1970 FIFA World Cup, which team came in second?",Italy,name,Sports
Who ended up as the runner-up in the 1970 FIFA World Cup?,Italy,name,Sports
Which country attained the runner-up position in the 1970 FIFA World Cup?,Italy,name,Sports
Who was the second-best team in the 1970 FIFA World Cup?,Italy,name,Sports
Which nation was the runner-up in the 1970 FIFA World Cup?,Italy,name,Sports
What team took second place in the 1970 FIFA World Cup?,Italy,name,Sports
Who was the second-place finisher in the 1974 FIFA World Cup?,Netherlands,name,Sports
Which nation secured the second position in the 1974 FIFA World Cup?,Netherlands,name,Sports
What country came in second in the 1974 FIFA World Cup?,Netherlands,name,Sports
Which team ended up as the runner-up in the 1974 FIFA World Cup?,Netherlands,name,Sports
"In the 1974 FIFA World Cup, which nation was the second-best team?",Netherlands,name,Sports
Who clinched the runner-up spot in the 1974 FIFA World Cup?,Netherlands,name,Sports
Which country was the second-place holder in the 1974 FIFA World Cup?,Netherlands,name,Sports
Which team secured the second position in the 1974 FIFA World Cup?,Netherlands,name,Sports
What nation finished as the runner-up in the 1974 FIFA World Cup?,Netherlands,name,Sports
"In the 1974 FIFA World Cup, which team came in second?",Netherlands,name,Sports
Who ended up as the runner-up in the 1974 FIFA World Cup?,Netherlands,name,Sports
Which country attained the runner-up position in the 1974 FIFA World Cup?,Netherlands,name,Sports
Who was the second-best team in the 1974 FIFA World Cup?,Netherlands,name,Sports
Which nation was the runner-up in the 1974 FIFA World Cup?,Netherlands,name,Sports
What team took second place in the 1974 FIFA World Cup?,Netherlands,name,Sports
Who was the second-place finisher in the 1978 FIFA World Cup?,Netherlands,name,Sports
Which nation secured the second position in the 1978 FIFA World Cup?,Netherlands,name,Sports
What country came in second in the 1978 FIFA World Cup?,Netherlands,name,Sports
Which team ended up as the runner-up in the 1978 FIFA World Cup?,Netherlands,name,Sports
"In the 1978 FIFA World Cup, which nation was the second-best team?",Netherlands,name,Sports
Who clinched the runner-up spot in the 1978 FIFA World Cup?,Netherlands,name,Sports
Which country was the second-place holder in the 1978 FIFA World Cup?,Netherlands,name,Sports
Which team secured the second position in the 1978 FIFA World Cup?,Netherlands,name,Sports
What nation finished as the runner-up in the 1978 FIFA World Cup?,Netherlands,name,Sports
"In the 1978 FIFA World Cup, which team came in second?",Netherlands,name,Sports
Who ended up as the runner-up in the 1978 FIFA World Cup?,Netherlands,name,Sports
Which country attained the runner-up position in the 1978 FIFA World Cup?,Netherlands,name,Sports
Who was the second-best team in the 1978 FIFA World Cup?,Netherlands,name,Sports
Which nation was the runner-up in the 1978 FIFA World Cup?,Netherlands,name,Sports
What team took second place in the 1978 FIFA World Cup?,Netherlands,name,Sports
Who was the second-place finisher in the 1982 FIFA World Cup?,West Germany,name,Sports
Which nation secured the second position in the 1982 FIFA World Cup?,West Germany,name,Sports
What country came in second in the 1982 FIFA World Cup?,West Germany,name,Sports
Which team ended up as the runner-up in the 1982 FIFA World Cup?,West Germany,name,Sports
"In the 1982 FIFA World Cup, which nation was the second-best team?",West Germany,name,Sports
Who clinched the runner-up spot in the 1982 FIFA World Cup?,West Germany,name,Sports
Which country was the second-place holder in the 1982 FIFA World Cup?,West Germany,name,Sports
Which team secured the second position in the 1982 FIFA World Cup?,West Germany,name,Sports
What nation finished as the runner-up in the 1982 FIFA World Cup?,West Germany,name,Sports
"In the 1982 FIFA World Cup, which team came in second?",West Germany,name,Sports
Who ended up as the runner-up in the 1982 FIFA World Cup?,West Germany,name,Sports
Which country attained the runner-up position in the 1982 FIFA World Cup?,West Germany,name,Sports
Who was the second-best team in the 1982 FIFA World Cup?,West Germany,name,Sports
Which nation was the runner-up in the 1982 FIFA World Cup?,West Germany,name,Sports
What team took second place in the 1982 FIFA World Cup?,West Germany,name,Sports
Who was the second-place finisher in the 1986 FIFA World Cup?,West Germany,name,Sports
Which nation secured the second position in the 1986 FIFA World Cup?,West Germany,name,Sports
What country came in second in the 1986 FIFA World Cup?,West Germany,name,Sports
Which team ended up as the runner-up in the 1986 FIFA World Cup?,West Germany,name,Sports
"In the 1986 FIFA World Cup, which nation was the second-best team?",West Germany,name,Sports
Who clinched the runner-up spot in the 1986 FIFA World Cup?,West Germany,name,Sports
Which country was the second-place holder in the 1986 FIFA World Cup?,West Germany,name,Sports
Which team secured the second position in the 1986 FIFA World Cup?,West Germany,name,Sports
What nation finished as the runner-up in the 1986 FIFA World Cup?,West Germany,name,Sports
"In the 1986 FIFA World Cup, which team came in second?",West Germany,name,Sports
Who ended up as the runner-up in the 1986 FIFA World Cup?,West Germany,name,Sports
Which country attained the runner-up position in the 1986 FIFA World Cup?,West Germany,name,Sports
Who was the second-best team in the 1986 FIFA World Cup?,West Germany,name,Sports
Which nation was the runner-up in the 1986 FIFA World Cup?,West Germany,name,Sports
What team took second place in the 1986 FIFA World Cup?,West Germany,name,Sports
Who was the second-place finisher in the 1990 FIFA World Cup?,Argentina,name,Sports
Which nation secured the second position in the 1990 FIFA World Cup?,Argentina,name,Sports
What country came in second in the 1990 FIFA World Cup?,Argentina,name,Sports
Which team ended up as the runner-up in the 1990 FIFA World Cup?,Argentina,name,Sports
"In the 1990 FIFA World Cup, which nation was the second-best team?",Argentina,name,Sports
Who clinched the runner-up spot in the 1990 FIFA World Cup?,Argentina,name,Sports
Which country was the second-place holder in the 1990 FIFA World Cup?,Argentina,name,Sports
Which team secured the second position in the 1990 FIFA World Cup?,Argentina,name,Sports
What nation finished as the runner-up in the 1990 FIFA World Cup?,Argentina,name,Sports
"In the 1990 FIFA World Cup, which team came in second?",Argentina,name,Sports
Who ended up as the runner-up in the 1990 FIFA World Cup?,Argentina,name,Sports
Which country attained the runner-up position in the 1990 FIFA World Cup?,Argentina,name,Sports
Who was the second-best team in the 1990 FIFA World Cup?,Argentina,name,Sports
Which nation was the runner-up in the 1990 FIFA World Cup?,Argentina,name,Sports
What team took second place in the 1990 FIFA World Cup?,Argentina,name,Sports
Who was the second-place finisher in the 1994 FIFA World Cup?,Italy,name,Sports
Which nation secured the second position in the 1994 FIFA World Cup?,Italy,name,Sports
What country came in second in the 1994 FIFA World Cup?,Italy,name,Sports
Which team ended up as the runner-up in the 1994 FIFA World Cup?,Italy,name,Sports
"In the 1994 FIFA World Cup, which nation was the second-best team?",Italy,name,Sports
Who clinched the runner-up spot in the 1994 FIFA World Cup?,Italy,name,Sports
Which country was the second-place holder in the 1994 FIFA World Cup?,Italy,name,Sports
Which team secured the second position in the 1994 FIFA World Cup?,Italy,name,Sports
What nation finished as the runner-up in the 1994 FIFA World Cup?,Italy,name,Sports
"In the 1994 FIFA World Cup, which team came in second?",Italy,name,Sports
Who ended up as the runner-up in the 1994 FIFA World Cup?,Italy,name,Sports
Which country attained the runner-up position in the 1994 FIFA World Cup?,Italy,name,Sports
Who was the second-best team in the 1994 FIFA World Cup?,Italy,name,Sports
Which nation was the runner-up in the 1994 FIFA World Cup?,Italy,name,Sports
What team took second place in the 1994 FIFA World Cup?,Italy,name,Sports
Who was the second-place finisher in the 1998 FIFA World Cup?,Brazil,name,Sports
Which nation secured the second position in the 1998 FIFA World Cup?,Brazil,name,Sports
What country came in second in the 1998 FIFA World Cup?,Brazil,name,Sports
Which team ended up as the runner-up in the 1998 FIFA World Cup?,Brazil,name,Sports
"In the 1998 FIFA World Cup, which nation was the second-best team?",Brazil,name,Sports
Who clinched the runner-up spot in the 1998 FIFA World Cup?,Brazil,name,Sports
Which country was the second-place holder in the 1998 FIFA World Cup?,Brazil,name,Sports
Which team secured the second position in the 1998 FIFA World Cup?,Brazil,name,Sports
What nation finished as the runner-up in the 1998 FIFA World Cup?,Brazil,name,Sports
"In the 1998 FIFA World Cup, which team came in second?",Brazil,name,Sports
Who ended up as the runner-up in the 1998 FIFA World Cup?,Brazil,name,Sports
Which country attained the runner-up position in the 1998 FIFA World Cup?,Brazil,name,Sports
