prompt_id,question,domain_canonical,domain_inconsistent,adversarial,n_samples,n_correct,n_incorrect,n_refused,n_definitive,frac_correct,frac_incorrect,frac_refused,hall_rate_strict,p_halluc,hall_rate_naive,score_mean,score_std,len_mean,len_std,H_sem,D_cos,M_bar,K,sig2_S,label
mmlu_00065_t1.0,Which of the following trisomy karyotypes has the mildest effect on human development?,Medicine & Health,True,False,20,4,16,0,20,0.2,0.8,0.0,0.8,0.8,0.8,2.45,1.3219304066402287,353.25,139.45424876998192,4.121928094861394,0.20664024353027344,22.26836395263672,18,0.029676778241991997,1
mmlu_00066_t1.0,"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | I opened the gas tank and filled it with with gasoline. Scenario 2 | He went to work, and I married another.",Social Sciences,True,False,20,2,18,0,20,0.1,0.9,0.0,0.9,0.9,0.9,2.15,1.0136567466356647,321.9,189.14542024590497,4.221928094859951,0.2577599883079529,19.53238868713379,19,0.03084799274802208,1
mmlu_00067_t1.0,"This question refers to the following information.
""Upon this a question arises: whether it be better to be loved than feared or feared than loved? It may be answered that one should wish to be both, but, because it is difficult to unite them in one person, it is much safer to be feared than loved, when, of the two, either must be dispensed with. Because this is to be asserted in general of men, that they are ungrateful, fickle, false, cowardly, covetous, and as long as you succeed they are yours entirely; they will offer you their blood, property, life, and children, as is said above, when the need is far distant; but when it approaches they turn against you. And that prince who, relying entirely on their promises, has neglected other precautions, is ruined; because friendships that are obtained by payments, and not by greatness or nobility of mind, may indeed be earned, but they are not secured, and in time of need cannot be relied upon; and men have less scruple in offending one who is beloved than one who is feared, for love is preserved by the link of obligation which, owing to the baseness of men, is broken at every opportunity for their advantage; but fear preserves you by a dread of punishment which never fails.""
Nicolo Machiavelli, The Prince, ca. 1513 C.E.
Machiavelli's treatise is best understood in the context of which of the following?",Humanities,False,False,20,7,13,0,20,0.35,0.65,0.0,0.65,0.65,0.65,3.05,1.4309088021254186,578.1,136.98171410812466,4.121928094861394,0.16233119368553162,19.54628562927246,18,0.013438294641673565,1
mmlu_00068_t1.0,"These goods are bought infrequently, used repeatedly, and involve a reasonably high level of consumer risk:",Social Sciences,True,False,20,7,13,0,20,0.35,0.65,0.0,0.65,0.65,0.65,2.95,1.4309088021254188,490.9,139.00931623456034,3.1393538721498877,0.14064911007881165,18.137466430664062,12,0.010961907915771008,1
mmlu_00069_t1.0,"How long would it take a car, starting from rest and accelerating uniformly in a straight line at 5 m/s^2, to cover a distance of 200 m ?",STEM,False,False,20,8,12,0,20,0.4,0.6,0.0,0.6,0.6,0.6,3.1,1.57797338380595,209.9,126.60406786513613,4.321928094858508,0.23815420269966125,21.89031410217285,20,0.026815012097358704,1
mmlu_00070_t1.0,What part of Phineas Gage's brain was damaged by his accident while laying the railroad track?,Medicine & Health,False,False,20,10,10,0,20,0.5,0.5,0.0,0.5,0.5,0.5,3.3,1.7349351572897471,388.6,205.5157901476186,4.121928094861394,0.2109333574771881,17.3595027923584,18,0.02784333936870098,0
mmlu_00071_t1.0," Guru Nanak used what term to denote the ""divine word"" as part of divine revelation?",Humanities,False,False,20,16,4,0,20,0.8,0.2,0.0,0.2,0.2,0.19999999999999996,4.4,1.2,337.75,164.85626315066105,1.5567796494383834,0.09793559461832047,15.507365226745605,6,0.013167338445782661,0
mmlu_00072_t1.0,"A 37-year-old man with type 1 diabetes mellitus is admitted to the hospital because of inadequate control of his glucose concentrations for the past 2 months. Despite his poor control, he demands that he be discharged. He reports that he has had a 3-month history of fatigue, irritability, and feelings of hopelessness. He says that he has been noncompliant with his diabetic regimen, adding, ""Sometimes I forget."" He has been avoiding his family and friends because he is not in the mood to see them but admits that he is lonely. He did not get out of bed for 2 days, which prompted his wife to call an ambulance and have him admitted to the hospital. Prior to admission to the hospital, his only medication was insulin, although he often missed doses. He does not drink alcohol. He is 168 cm (5 ft 6 in) tall and weighs 100 kg (220 lb); BMI is 36 kg/m2 . His temperature is 37°C (98.6°F), pulse is 68/min, respirations are 18/min, and blood pressure is 150/85 mm Hg. Physical examination shows no abnormalities. On mental status examination, he is tired and has a restricted affect. There is no evidence of suicidal ideation. Cognition is intact. His fasting serum glucose concentration is 120 mg/dL. Which of the following is the most appropriate next step in management?",Medicine & Health,False,False,20,5,15,0,20,0.25,0.75,0.0,0.75,0.75,0.75,2.55,1.4654350889752847,586.05,128.84932091400404,4.321928094858508,0.2407539337873459,20.578067779541016,20,0.009045910090208054,1
mmlu_00073_t1.0,Which of the following supranational organizations is not an economic union?,Social Sciences,False,False,20,13,7,0,20,0.65,0.35,0.0,0.35,0.35,0.35,3.95,1.4309088021254186,177.35,109.86959315479419,3.6464393446508163,0.2608559727668762,18.587684631347656,14,0.08471587300300598,0
mmlu_00074_t1.0," According to Aquinas, the first precept of natural law is",Humanities,False,False,20,3,17,0,20,0.15,0.85,0.0,0.85,0.85,0.85,2.25,0.9420721840708386,384.6,187.62100095671593,4.321928094858508,0.25659459829330444,18.634761810302734,20,0.03429383412003517,1
mmlu_00075_t1.0,"Consider the number pattern 5, 9, 13, 17, 21, 25, 29. Which rule could have been used to make the pattern?",STEM,False,False,20,4,16,0,20,0.2,0.8,0.0,0.8,0.8,0.8,2.45,1.2031209415515967,223.1,121.26413319691854,4.321928094858508,0.24132338166236877,20.069101333618164,20,0.02416539192199707,1
mmlu_00076_t1.0,Which of the following is a type of bacterium that produces a toxin in food under anaerobic conditions?,STEM,True,False,20,16,4,0,20,0.8,0.2,0.0,0.2,0.2,0.19999999999999996,4.35,1.3143439428094914,349.15,184.1834072331164,3.484183719760433,0.18940094113349915,16.90207290649414,13,0.05055540055036545,0
mmlu_00077_t1.0,"By 1900 B.P., the central elements of Mayan culture were in place. These did NOT include:",Humanities,False,False,20,4,16,0,20,0.2,0.8,0.0,0.8,0.8,0.8,2.5,1.284523257866513,387.25,165.15473804889766,4.221928094859951,0.21015486121177673,20.883970260620117,19,0.020764756947755814,1
mmlu_00078_t1.0,Estimate 153 + 44. The sum is between which numbers?,STEM,False,False,20,4,16,0,20,0.2,0.8,0.0,0.8,0.8,0.8,2.55,1.2439855304624727,201.25,133.48403462586828,3.8841837197561055,0.20377877354621887,20.31653594970703,16,0.0517849363386631,1
mmlu_00079_t1.0,"Under certain conditions, a beam of electrons impinging on a crystal surface will diffract and a scattering pattern of the beam can be obtained. What is the approximate kinetic energy of the electrons needed in order to see the pattern? (Assume the lattice spacing of the crystal to be 0.4 nm.)",STEM,False,False,20,1,19,0,20,0.05,0.95,0.0,0.95,0.95,0.95,1.6,0.9165151389911679,285.0,197.35931698300945,3.9841837197546632,0.3455590307712555,23.27566146850586,17,0.0774875059723854,1
mmlu_00080_t1.0,A sand bag has a mass of 5kg and weight 50N on Earth. What is the mass and weight of this sand bag on a planet with half the gravity compared to Earth?,STEM,False,False,20,12,8,0,20,0.6,0.4,0.0,0.4,0.4,0.4,3.8,1.469693845669907,281.75,140.13025190871528,3.6414460711438803,0.2184205949306488,19.134593963623047,15,0.031691666692495346,0
mmlu_00081_t1.0,“Time-out” procedures in manipulating behaviors are based on the conditioning concept of,Social Sciences,True,False,20,6,14,0,20,0.3,0.7,0.0,0.7,0.7,0.7,2.6,1.319090595827292,474.15,248.97896999545966,4.021928094862837,0.24562254548072815,20.892362594604492,17,0.07500850409269333,1
mmlu_00082_t1.0,Which of these is another name for a golf course?,Sports,True,False,20,13,7,0,20,0.65,0.35,0.0,0.35,0.35,0.35,3.8,1.5684387141358123,344.95,143.81149988787405,3.784183719757547,0.160370334982872,17.8580322265625,15,0.012753554619848728,0
mmlu_00083_t1.0,"A 26-year-old woman with HIV infection comes to the office because of a 4-day history of pain and redness of her left lower leg. She says the symptoms began after she tripped over a tree branch in her yard and scraped her left leg. Current medications include antiretroviral therapy and ibuprofen as needed. Vital signs are temperature 38.3°C (100.9°F), pulse 86/min, respirations 14/min, and blood pressure 138/70 mm Hg. There is a 5×8-cm area on the anterior surface of her left lower extremity that is swollen, erythematous, and tender. She previously has developed a rash after taking erythromycin, and she has had an anaphylactic response to penicillin. Which of the following antibiotic therapies is most appropriate for this patient?",Medicine & Health,False,False,20,4,16,0,20,0.2,0.8,0.0,0.8,0.8,0.8,2.45,1.3219304066402287,428.2,163.82081674805556,4.021928094862837,0.17210277915000916,21.6414852142334,17,0.0079105906188488,1
mmlu_00084_t1.0,Analyses of social power in consulting relationships emphasize the importance of which two forms of power,Social Sciences,False,False,20,10,10,0,20,0.5,0.5,0.0,0.5,0.5,0.5,3.4,1.5297058540778357,361.8,194.83521242321677,3.8841837197561055,0.19218817353248596,17.632930755615234,16,0.05040375515818596,0
mmlu_00085_t1.0,A descript amount of 2-bromobutane is placed into a strong solution of ethanol and allowed to complete a reaction. The result of this reaction produces a major product of 2-butene and a minor product of 1-butene. Which of the following descriptions of the starting compound explains why 2-butene is the major product?,STEM,False,False,20,0,20,0,20,0.0,1.0,0.0,1.0,1.0,1.0,1.9,0.3,236.95,172.52462867660373,4.321928094858508,0.32561010122299194,24.34729766845703,20,0.03600148484110832,1
mmlu_00086_t1.0,"In this chapter's Senior View, May Lee told us that we should all respect our elders because",Humanities,False,False,20,7,13,0,20,0.35,0.65,0.0,0.65,0.65,0.65,3.0,1.378404875209022,411.75,219.9401907337538,4.021928094862837,0.20946066081523895,19.675640106201172,17,0.023849638178944588,1
mmlu_00087_t1.0,"A city resident commuted to work each day by subway. After purchasing her subway ticket, the resident entered the subway for her ride downtown to where she was employed. Looking for a seat, the resident was walking toward the rear of the subway car when it came to an abrupt halt. As a result of the sudden stop, the resident fell onto a commuter, injuring him. If the commuter asserts a claim against the subway company to recover for his personal injuries, the commuter will probably",Law & Business,False,False,20,2,18,0,20,0.1,0.9,0.0,0.9,0.9,0.9,2.15,0.6538348415311012,493.15,158.0832929186383,4.121928094861394,0.17348727583885193,19.977802276611328,18,0.011738033965229988,1
mmlu_00088_t1.0,"What nutritional strategies will not improve performance during prolonged endurance type exercise?
",Medicine & Health,False,False,20,2,18,0,20,0.1,0.9,0.0,0.9,0.9,0.9,2.2,0.9797958971132711,327.85,163.96928828289768,3.8841837197561055,0.18847480416297913,21.116605758666992,16,0.031015440821647644,1
mmlu_00089_t1.0,"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | I was bored and dug a hole to create a cellar in my backyard. Scenario 2 | I was due to start work soon, so I went to a baseball game.",Social Sciences,False,False,20,1,19,0,20,0.05,0.95,0.0,0.95,0.95,0.95,2.0,0.7745966692414834,369.55,206.51887928225835,4.321928094858508,0.26763051748275757,19.803237915039062,20,0.022337470203638077,1
mmlu_00090_t1.0,"Proposed legislation was offered to a state legislature that would reorganize the state police. The bill created a great deal of controversy, both in and outside the state government. Several leaders of the minority party in the legislature decided to oppose the legislation. One member of the minority party disagreed with his party's opposition to the bill and publicly announced his support for the legislation. The minority party leaders called a caucus to discuss and determine their legislative strategy for floor debate on the bill. When the disagreeing member appeared at the door of the caucus room, he was denied admission because of his anti-party stance. He was also informed that he would be removed from all of his committee assignments. During the caucus, the party members discussed other means of disciplining the member for his party insubordination. It was suggested that they issue a press release in which the party would publicly castigate him for his actions. The leader of the party said that ""the member is a cutthroat politician who is only looking out for where his next buck will come from. ""Which of the following constitutional provisions would give the ousted member his best grounds for challenging his exclusion from the party caucus?",Law & Business,False,False,20,3,17,0,20,0.15,0.85,0.0,0.85,0.85,0.85,2.4,1.1135528725660044,627.4,115.02799659213403,4.321928094858508,0.20875854790210724,19.722354888916016,20,0.011786388233304024,1
